grower,farm,field,field_fvid,lat,lng,year,tmin,tmax,gdd,cpba_count,cpba_value,cpbl_count,cpbl_value,cum_gdd,croptype,clas_prop,wei_prop,clas_intensity,wei_intensity,summer_avg_temp,summer_hottest_temp,summer_coldest_temp,summer_avg_percip,summer_heavy_rainfall_days,summer_temp_variability,summer_cold_days,winter_avg_temp,winter_hottest_temp,winter_coldest_temp,winter_heavy_rainfall_days,winter_temp_variability,winter_warm_day_count,winter_extreme_cold_days,spring_frost_free_days
Alsum Farms,Alsum Farms Arena,028,799024,43.1591776,-89.93096583,2018,54.3972440268553,89.5065309828288,20.395479827858,5.44444444444444,5.44444444444444,3.11111111111111,3.11111111111111,2249.28753305075,43,0.4,0.4,0.0360959642838922,0.0370895450595784,21.07073170731707,35.6,2.8,3.3603960396039603,4.0,3.6093624092351173,1.0,-5.741111111111111,17.2,-28.3,0.0,7.522220184517968,3.0,27.0,2.0
Alsum Farms,Alsum Farms Arena,33 South,799025,43.16403391,-90.00060051,2018,55.007103010115,89.437819161166,19.4372269128124,3.375,3.375,5.5,5.5,2011.52712741087,43,0.4,0.6,0.102956807363355,0.106446262698639,21.07073170731707,35.6,2.8,3.3603960396039603,4.0,3.6093624092351173,1.0,-5.741111111111111,17.2,-28.3,0.0,7.522220184517968,3.0,27.0,2.0
Alsum Farms,Alsum Farms Arena,036,799026,43.18013335,-90.00794547,2018,54.9215050013023,89.6370758960886,20.1463671594388,4.15384615384615,4.15384615384615,4.54545454545455,4.63636363636364,2252.95963005204,43,0.4,0.4,0.125586495975336,0.128113410874824,21.07073170731707,35.6,2.8,3.3603960396039603,4.0,3.6093624092351173,1.0,-5.741111111111111,17.2,-28.3,0.0,7.522220184517968,3.0,27.0,2.0
Alsum Farms,Alsum Farms Arena,039,799027,43.2039402,-90.13822068,2018,55.9069936245512,89.6048770335937,20.2679456078286,5.5,5.5,15.7272727272727,15.7272727272727,2017.9007318886,43,0.4,0.4,0.0926357722168772,0.0919479086029786,21.07073170731707,35.6,2.8,3.3603960396039603,4.0,3.6093624092351173,1.0,-5.741111111111111,17.2,-28.3,0.0,7.522220184517968,3.0,27.0,2.0
Alsum Farms,Alsum Farms Arena,043,799028,43.1798328,-89.93989816,2018,54.1028360091575,89.5100000000001,19.291166617371,1.375,1.375,1.44444444444444,1.44444444444444,2004.49009821553,43,0.2,0.333333333333333,0.0225185643343935,0.0225953907372432,21.07073170731707,35.6,2.8,3.3603960396039603,4.0,3.6093624092351173,1.0,-5.741111111111111,17.2,-28.3,0.0,7.522220184517968,3.0,27.0,2.0
Alsum Farms,Alsum Farms Arena,045,799029,43.20009496,-90.14802807,2018,55.9611063999656,89.7209707918208,20.7442294856968,4.90909090909091,4.90909090909091,15.4545454545455,16.4545454545455,2136.85638352474,43,0.4,0.4,0.0962085749873735,0.0932708409586912,21.07073170731707,35.6,2.8,3.3603960396039603,4.0,3.6093624092351173,1.0,-5.741111111111111,17.2,-28.3,0.0,7.522220184517968,3.0,27.0,2.0
Alsum Farms,Alsum Farms Arena,074,799030,43.18618575,-90.0989622,2018,55.3726416004522,89.8385336352755,20.403556137462,11.1818181818182,11.1818181818182,21.9090909090909,31.0909090909091,2132.62530916497,43,0.4,0.466666666666667,0.0818910092097709,0.0779590813750641,21.07073170731707,35.6,2.8,3.3603960396039603,4.0,3.6093624092351173,1.0,-5.741111111111111,17.2,-28.3,0.0,7.522220184517968,3.0,27.0,2.0
Alsum Farms,Alsum Farms Arena,075,799031,43.1797933,-90.09631468,2018,55.4365602938935,87.3077845974795,19.1969382561851,2.375,2.375,9.88888888888889,11.0,2016.40602744687,43,0.6,0.733333333333333,0.0414970216461513,0.0418615110719095,21.07073170731707,35.6,2.8,3.3603960396039603,4.0,3.6093624092351173,1.0,-5.741111111111111,17.2,-28.3,0.0,7.522220184517968,3.0,27.0,2.0
Alsum Farms,Alsum Farms Arena,113,799032,43.19509822,-90.14065749,2018,58.4648723055111,89.7958634633496,21.0312189932104,7.83333333333333,7.83333333333333,15.5714285714286,15.5714285714286,1493.90206748196,1,0.2,0.0666666666666667,0.0903399373120586,0.0889766805476619,21.07073170731707,35.6,2.8,3.3603960396039603,4.0,3.6093624092351173,1.0,-5.741111111111111,17.2,-28.3,0.0,7.522220184517968,3.0,27.0,2.0
Alsum Farms,Alsum Farms Arena,118,799033,43.20843132,-90.14096478,2018,58.7436435364701,89.5078690133984,21.271408021668,4.33333333333333,4.33333333333333,14.5,14.5,1359.33936993456,43,0.2,0.333333333333333,0.0909688392344725,0.090727383269574,21.07073170731707,35.6,2.8,3.3603960396039603,4.0,3.6093624092351173,1.0,-5.741111111111111,17.2,-28.3,0.0,7.522220184517968,3.0,27.0,2.0
Alsum Farms,Alsum Farms Arena,181,799034,43.26687243,-89.79574159,2018,53.3522112348191,89.7688943825905,20.0207535026422,8.57142857142857,8.57142857142857,19.1111111111111,30.2222222222222,1829.58880672501,43,0.2,0.333333333333333,0.0155104841152837,0.0253752468294237,20.313821138211377,35.6,1.3,3.3603960396039603,4.0,3.797460868753415,1.0,-6.19,15.0,-26.4,0.0,7.404311680411228,2.0,28.0,2.0
Alsum Farms,Alsum Farms Arena,182,799035,43.27513353,-89.80308122,2018,53.4643361244389,89.7105174253243,20.4112012202385,3.42857142857143,3.42857142857143,11.0,11.0,1829.98897031091,43,0.2,0.333333333333333,0.0141690470856225,0.0231817742596545,20.313821138211377,35.6,1.3,3.3603960396039603,4.0,3.797460868753415,1.0,-6.19,15.0,-26.4,0.0,7.404311680411228,2.0,28.0,2.0
Alsum Farms,Alsum Farms Arena,190,799036,43.29849507,-89.77143242,2018,53.4492406220158,89.6231887106544,20.2544483003431,2.75,2.75,12.0,12.0833333333333,1832.15910591006,43,0.2,0.333333333333333,0.0045602809959472,0.0065049818303456,20.313821138211377,35.6,1.3,3.3603960396039603,4.0,3.797460868753415,1.0,-6.19,15.0,-26.4,0.0,7.404311680411228,2.0,28.0,2.0
Alsum Farms,Alsum Farms Arena,037,799037,43.18598704,-89.99930708,2018,54.6588455752275,89.6627639258516,20.1162457127129,2.33333333333333,2.33333333333333,2.25,1.91666666666667,2252.46849294423,43,0.2,0.333333333333333,0.135075907555716,0.132465351568659,21.07073170731707,35.6,2.8,3.3603960396039603,4.0,3.6093624092351173,1.0,-5.741111111111111,17.2,-28.3,0.0,7.522220184517968,3.0,27.0,2.0
Alsum Farms,Alsum Farms Grand Marsh,Anderson-1,799038,43.86154181,-89.77220985,2018,50.5902682238009,88.6137693352289,16.6881313194018,1.81818181818182,1.81818181818182,2.1,2.2,2057.32660355958,43,0.4,0.466666666666667,0.0654672290599587,0.0724647552066323,19.39915254237288,33.9,2.8,4.512711864406779,3.0,3.5167607415466984,3.0,-1.0911111111111111,21.3,-24.2,0.0,6.130447945296291,9.0,9.0,6.0
Alsum Farms,Alsum Farms Grand Marsh,B & L Wagner,799039,43.91395687,-89.68544168,2018,54.7218263026003,89.6305823508764,17.5584438203671,15.625,15.625,4.77777777777778,4.77777777777778,1809.31342751019,43,0.4,0.466666666666667,0.206192700731158,0.216119514947603,20.154368932038835,35.0,2.8,2.287671232876712,3.0,3.8676835216107133,1.0,-7.15625,15.6,-27.2,0.0,7.14204600955018,1.0,31.0,1.0
Alsum Farms,Alsum Farms Grand Marsh,Bonnet,799040,43.82150694,-89.68572911,2018,51.0786246040316,88.1834860234457,17.6652396767893,3.95,3.0,8.0,9.0,2167.6013580804,43,0.4,0.466666666666667,0.0367716741200252,0.0403869586707263,20.298333333333332,35.6,1.3,4.558536585365854,0.0,3.8305052288338213,1.0,-6.19,15.0,-26.4,0.0,7.404311680411228,2.0,28.0,2.0
Alsum Farms,Alsum Farms Grand Marsh,Dehmlow West,799041,43.82295955,-89.84222931,2018,50.7828165507536,87.6565745638564,18.0961209498278,2.36363636363636,2.36363636363636,5.18181818181818,5.18181818181818,2176.50850258112,43,0.2,0.333333333333333,0.0096201211816421,0.0151348453744727,20.298333333333332,35.6,1.3,2.032520325203252,0.0,3.8305052288338213,1.0,-6.19,15.0,-26.4,0.0,7.404311680411228,2.0,28.0,2.0
Alsum Farms,Alsum Farms Arena,180,799042,43.26240585,-89.79394553,2018,53.3144544998183,87.0333685040593,19.5446190692719,2.75,2.75,8.83333333333333,10.0,1829.35547234258,43,0.2,0.333333333333333,0.0086914141122718,0.0139931458709645,20.313821138211377,35.6,1.3,3.3603960396039603,4.0,3.797460868753415,1.0,-6.19,15.0,-26.4,0.0,7.404311680411228,2.0,28.0,2.0
Alsum Farms,Alsum Farms Grand Marsh,Goggin,799043,43.92108505,-89.70053134,2018,49.9989151414987,89.6921697170029,17.4891171187345,2.46153846153846,2.46153846153846,5.1,5.2,2059.2215532265,43,0.4,0.466666666666667,0.114828882399442,0.119437241550384,20.154368932038835,35.0,2.8,2.287671232876712,3.0,3.8676835216107133,1.0,-7.15625,15.6,-27.2,0.0,7.14204600955018,1.0,31.0,1.0
Alsum Farms,Alsum Farms Grand Marsh,Miller,799044,43.94139063,-89.64785062,2018,50.0644779191033,89.5620619516585,15.2497330576853,16.3888888888889,18.0,6.3,6.3,1935.64459815455,43,0.4,0.466666666666667,0.131719982168238,0.140015136764808,20.154368932038835,35.0,2.8,2.287671232876712,3.0,3.8676835216107133,1.0,-7.15625,15.6,-27.2,0.0,7.14204600955018,1.0,31.0,1.0
Alsum Farms,Alsum Farms Grand Marsh,Parr South,799045,43.84496895,-89.78452872,2018,50.6217662367696,88.4255964665375,17.8066136784979,2.25,2.44444444444444,2.7,2.8,2039.78985458503,43,0.4,0.466666666666667,0.0351409455175972,0.0363977882351934,19.39915254237288,33.9,2.8,4.512711864406779,3.0,3.5167607415466984,3.0,-1.0911111111111111,21.3,-24.2,0.0,6.130447945296291,9.0,9.0,6.0
Gary Bula,Gary Bula Farms,Christenson W 1/2,800153,43.70057063,-89.73523584,2018,53.3540801564279,93.0194963490489,19.3093552117179,1.45454545454545,1.45454545454545,4.27272727272727,4.27272727272727,1853.21328548045,43,0.4,0.466666666666667,0.0763200573767873,0.0855308365270096,20.298333333333332,35.6,1.3,4.558536585365854,0.0,3.8305052288338213,1.0,-6.19,15.0,-26.4,0.0,7.404311680411228,2.0,28.0,2.0
Alsum Farms,Alsum Farms Arena,035,801571,43.17992416,-90.00018188,2018,54.7661634453287,89.6049456179875,19.9066741080149,5.0,5.0,7.36363636363636,7.36363636363636,2252.13459138979,43,0.4,0.4,0.164955106456168,0.163907595114345,21.07073170731707,35.6,2.8,3.3603960396039603,4.0,3.6093624092351173,1.0,-5.741111111111111,17.2,-28.3,0.0,7.522220184517968,3.0,27.0,2.0
Oak Grove Farms,Oak Grove Farms,J-30,803771,44.20149528,-89.40091676,2018,48.6355955512087,94.8675450932801,18.0737185728033,0.241818181818182,0.241818181818182,1.1,1.1,2225.70556325163,206,0.2,0.2,0.197274335185738,0.213873174228507,20.39016393442623,35.6,2.8,2.287671232876712,3.0,3.8443348861285576,1.0,-6.924444444444445,15.6,-27.2,0.0,7.281657903439409,2.0,33.0,2.0
Coloma Farms,Coloma Farms,Steve West - West 1/2,803842,44.00753119,-89.59504221,2018,54.2859983031516,90.5720431604502,19.7869484264367,1.67777777777778,1.67777777777778,1.91666666666667,2.125,2014.30086979384,43,0.4,0.533333333333333,0.210762640550734,0.218882568616273,20.154368932038835,35.0,2.8,2.287671232876712,3.0,3.8676835216107133,1.0,-7.15625,15.6,-27.2,0.0,7.14204600955018,1.0,31.0,1.0
Gene Bula,Gene Bula,Burns Irrigated,803853,44.2173318,-89.64265077,2018,54.8038765593688,89.2465257921726,18.6370936690664,3.1,3.1,10.9,10.9,2089.68977738635,43,0.6,0.733333333333333,0.111187690857538,0.131717627096836,20.70491803278689,36.7,2.8,1.4865384615384616,0.0,3.8531269357897484,3.0,-7.774444444444444,15.6,-27.8,0.0,7.543753441094492,2.0,33.0,2.0
Taterland,Taterland,Kelly East,803887,44.19443181,-89.58541104,2018,48.1449587846045,86.9977601084947,15.1805986532823,1.05555555555556,1.05555555555556,3.88888888888889,3.88888888888889,2200.92926061312,42,0.2,0.2,0.135718317696976,0.12847977215261,20.70491803278689,36.7,2.8,1.4865384615384616,0.0,3.8531269357897484,3.0,-7.774444444444444,15.6,-27.8,0.0,7.543753441094492,2.0,33.0,2.0
Wisconsin Central Farms,WCF,12 Hollman,62995,44.20221889,-90.02125203,2019,44.0795964071086,87.152885070573,16.4741707190012,2.54166666666667,2.54166666666667,3.93181818181818,3.93181818181818,1635.70260562218,43,0.4,0.466666666666667,0.142718693571898,0.142724542874224,18.307438016528927,33.3,0.6,2.1113636363636363,1.0,4.894251139334396,11.0,-7.384269662921348,9.4,-34.4,0.0,6.899537186000305,0.0,27.0,3.0
Wisconsin Central Farms,WCF,18 Kiesling,63001,44.22475581,-89.94484504,2019,44.3173300695293,87.0285409675,16.4296588961686,2.81666666666667,2.81666666666667,3.235,3.235,1624.89243125181,43,0.4,0.466666666666667,0.154565316116007,0.161033256891364,18.328813559322032,33.3,0.6,2.1113636363636363,1.0,4.925220316039067,11.0,-7.384269662921348,9.4,-34.4,0.0,6.899537186000305,0.0,27.0,3.0
Wisconsin Central Farms,WCF,2 16th St,63003,44.07955655,-90.05026659,2019,44.0048504180777,88.8061982340837,16.8577223273398,2.66666666666667,2.66666666666667,4.25,4.66666666666667,1712.3786879975,43,0.4,0.466666666666667,0.0642616731840559,0.07288321177811,16.452873563218393,30.6,-1.8,3.3666666666666663,0.0,4.5309745109315696,11.0,-7.116250000000001,9.0,-37.4,0.0,7.24122242547416,1.0,25.0,3.0
Wisconsin Central Farms,WCF,20 Mallory,63004,44.1084352,-90.07707178,2019,43.9702399669361,88.0056087409052,16.6713681196854,1.76363636363636,1.76363636363636,4.0,4.0,1680.33184729042,43,0.4,0.466666666666667,0.0495771330609316,0.0556405234352901,17.997520661157026,33.3,-1.8,2.1113636363636363,1.0,4.884899569249392,12.0,-7.2674157303370785,9.0,-37.4,0.0,7.098379701172829,1.0,28.0,3.0
Wisconsin Central Farms,WCF,25 N Bula,63008,44.14421633,-90.04052047,2019,44.1356938777432,87.7731823656308,17.7052927216924,1.44888888888889,1.44888888888889,3.69444444444444,3.69444444444444,1453.13253097278,43,0.4,0.466666666666667,0.126059910847513,0.118735159722571,17.997520661157026,33.3,-1.8,2.1113636363636363,1.0,4.884899569249392,12.0,-7.2674157303370785,9.0,-37.4,0.0,7.098379701172829,1.0,28.0,3.0
Wisconsin Central Farms,WCF,29 S Larsen,63011,44.19007525,-89.94407633,2019,44.463591106145,87.5916273146289,16.5120207235233,3.065,3.065,4.67777777777778,4.67777777777778,1643.40809624189,43,0.4,0.466666666666667,0.0755655939037689,0.0828025166622524,18.328813559322032,33.3,0.6,2.1113636363636363,1.0,4.925220316039067,11.0,-7.384269662921348,9.4,-34.4,0.0,6.899537186000305,0.0,27.0,3.0
Wisconsin Central Farms,WCF,5 Walvig,63014,44.19490849,-90.0011089,2019,44.2032110427942,87.2320163721533,16.8703279828959,3.45,3.45,5.16666666666667,5.16666666666667,1535.87132118059,43,0.4,0.466666666666667,0.206579331597228,0.200072942731261,18.307438016528927,33.3,0.6,2.1113636363636363,1.0,4.894251139334396,11.0,-7.384269662921348,9.4,-34.4,0.0,6.899537186000305,0.0,27.0,3.0
Wisconsin Central Farms,WCF,30 E Larson,63019,44.19705294,-89.93602669,2019,44.4751014254093,87.5835439463879,17.4395326234865,1.78571428571429,1.78571428571429,5.0,5.0,1016.03899571399,43,0.4,0.466666666666667,0.079303707981509,0.089873673831434,18.328813559322032,33.3,0.6,2.1113636363636363,1.0,4.925220316039067,11.0,-7.384269662921348,9.4,-34.4,0.0,6.899537186000305,0.0,27.0,3.0
Wisconsin Central Farms,WCF,22 5th St.,63022,44.20223102,-89.99092311,2019,44.2155802635438,87.0844479224375,17.4783142289713,1.83333333333333,1.83333333333333,4.94444444444444,4.94444444444444,1425.48976182295,43,0.4,0.466666666666667,0.225680936895918,0.216887264983254,18.328813559322032,33.3,0.6,2.1113636363636363,1.0,4.925220316039067,11.0,-7.384269662921348,9.4,-34.4,0.0,6.899537186000305,0.0,27.0,3.0
Signature Farms,Signature Farms,Austin S,63088,43.93921261,-89.61471945,2019,49.5500939753273,88.8858352180858,16.9229669952389,0.565384615384615,0.565384615384615,1.10833333333333,1.10833333333333,1791.6445046047,43,0.2,0.333333333333333,0.0733163932133673,0.0873351991133018,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Signature Farms,Signature Farms,Austin N,63089,43.94510512,-89.61495839,2019,57.4329038458533,77.2943708440976,15.3636373449754,0.0,0.0,0.0,0.0,1117.62377847978,37,0.2,0.0666666666666667,0.062692365516153,0.0740269013069723,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Signature Farms,Signature Farms,Baggs South,63093,43.97216864,-89.63461539,2019,48.89367014005,88.9217655764677,16.6913327822563,0.797916666666667,0.859090909090909,1.94615384615385,1.94615384615385,1776.73462847579,43,0.4,0.466666666666667,0.0985948396537258,0.100593070220518,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Signature Farms,Signature Farms,Bronco,63106,43.93224613,-89.61892401,2019,49.3286213638649,86.1552639602157,16.31235720551,1.09166666666667,1.09166666666667,2.85,2.85,1792.42357694794,43,0.2,0.333333333333333,0.090940159319231,0.107630992938802,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Signature Farms,Signature Farms,Grant,63131,43.96315651,-89.73257973,2019,44.2213091659322,88.8986908340679,15.9344620764095,3.65384615384615,3.65384615384615,2.73846153846154,2.73846153846154,1804.51611047198,43,0.4,0.466666666666667,0.0756642891820643,0.0795834954304098,20.154368932038835,35.0,2.8,2.287671232876712,3.0,3.8676835216107133,1.0,-7.15625,15.6,-27.2,0.0,7.14204600955018,1.0,31.0,1.0
Signature Farms,Signature Farms,Hicks,63134,43.93414472,-89.65281368,2019,43.9786944506127,88.7726110987748,16.2776888397246,3.75,3.75,5.09136363636364,5.6,1781.23102997231,43,0.4,0.466666666666667,0.161919570680088,0.164053811059894,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Signature Farms,Signature Farms,Baggs North,63156,43.9757373,-89.63050828,2019,49.035611479481,88.9371821603644,16.6764940989071,1.03653846153846,1.1125,3.1,3.1,1773.7781589681,43,0.4,0.466666666666667,0.103937601129082,0.107549577775388,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Coloma Farms,Coloma Farms,1 Home E 1/2,63180,44.01834233,-89.58999013,2019,38.0585790006934,88.8187644360012,14.5879260073142,1.13333333333333,1.13333333333333,3.77083333333333,3.77083333333333,1662.77537747128,43,0.4,0.466666666666667,0.209605292395955,0.218255581534908,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Coloma Farms,Coloma Farms,11 Lewallen South,63183,44.01309981,-89.60637763,2019,49.4550460077528,88.8414120822914,16.7567812711387,0.954545454545455,0.954545454545455,3.65,3.65,1666.35512334663,43,0.4,0.466666666666667,0.232147330676,0.242286438873793,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Coloma Farms,Coloma Farms,16 Spry East W 1/2,63190,44.03616814,-89.59138009,2019,49.5992715717219,88.7417570731841,16.5355453777443,0.333333333333333,0.333333333333333,0.7,0.7,1657.86359143896,43,0.4,0.533333333333333,0.251858712084296,0.271287584756994,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Signature Farms,Signature Farms,Frozene,63233,43.95697603,-89.63358724,2019,48.92920290838,88.8782112738651,16.679259984564,0.707692307692308,0.707692307692308,1.45,1.57,1781.82315150456,43,0.2,0.333333333333333,0.0617286828779768,0.0709894249045758,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Signature Farms,Signature Farms,Z & H,63256,43.82889456,-89.90713304,2019,45.8971773529615,88.8755859202038,16.8875216263287,1.65384615384615,1.65384615384615,2.58333333333333,2.58333333333333,1736.34460211061,43,0.4,0.466666666666667,0.0728702775004004,0.0721209754190096,16.452873563218393,30.6,-1.8,10.398373983739837,0.0,4.5309745109315696,11.0,-7.116250000000001,9.0,-37.4,0.0,7.24122242547416,1.0,25.0,3.0
Signature Farms,Signature Farms,E-16,63261,43.7345554,-89.70871526,2019,47.0150757371049,92.0962225059424,17.5977288392833,0.958333333333333,0.954545454545455,2.94444444444444,2.94444444444444,1762.82046558805,43,0.4,0.4,0.100434154356364,0.0934545299385572,18.36393442622951,32.9,0.3,6.72542372881356,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Signature Farms,Signature Farms,Pouse,63263,43.93961566,-89.60988293,2019,49.7192765999885,88.9070206988165,16.9399662216977,0.415384615384615,0.445833333333333,1.78333333333333,1.94090909090909,1792.51469525092,43,0.2,0.333333333333333,0.0659355346386969,0.0789362729057014,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Signature Farms,Signature Farms,King,63274,43.94292033,-89.62236404,2019,49.3170756560552,88.8762899553209,16.8877143546841,0.623076923076923,0.623076923076923,1.09166666666667,1.09166666666667,1788.85573838233,43,0.2,0.333333333333333,0.0762807870425318,0.0896853583266001,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Coloma Farms,Coloma Farms,13 Morrison South,63288,44.03096665,-89.57720846,2019,37.6643557399155,88.7642274701882,14.5185194638354,0.7,0.7,1.875,1.875,1654.95856844096,43,0.4,0.466666666666667,0.187434382213094,0.196645250241768,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Coloma Farms,Coloma Farms,12 Morrison North,63289,44.03627336,-89.5771633,2019,37.5138236577327,88.7413025235891,14.4957342434615,0.733333333333333,0.733333333333333,1.75833333333333,1.87272727272727,1652.517827197,43,0.4,0.466666666666667,0.230452499350658,0.246790908056015,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Coloma Farms,Coloma Farms,24 Lyons,63295,44.02411704,-89.60380527,2019,38.0788521288293,88.7938177329827,14.6103010489406,1.3,1.3,0.923076923076923,0.923076923076923,1665.71341468445,43,0.4,0.466666666666667,0.209403476225588,0.201944622159698,17.885714285714283,32.8,-1.1,2.61,3.0,4.891504184482844,10.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Bryan Bula,Bryan Bula LLC,B & 82 East 1/2,63354,43.77077223,-89.71984308,2019,47.2619467938683,83.7705258293717,15.8445125103928,0.5625,0.607142857142857,0.625,0.625,1731.85756282028,43,0.4,0.533333333333333,0.125857886025509,0.136736630494578,18.36393442622951,32.9,0.3,4.560975609756097,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Gary Bula,Gary Bula Farms,Big Wohlfert,63356,43.87915363,-89.7026378,2019,45.7153029694731,86.8100000000001,15.924470801454,1.53571428571429,1.53571428571429,1.95357142857143,1.95357142857143,1727.93176602913,43,0.4,0.4,0.16486162852394,0.143382188650455,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Gary Bula,Gary Bula Farms,Bracobs West 1/2,63359,43.86518808,-89.71278615,2019,45.7077754466708,86.8100000000001,16.105471747937,1.78461538461538,1.78461538461538,3.20545454545455,3.20545454545455,1729.14746048345,43,0.2,0.333333333333333,0.102443988933701,0.10227314515389,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Gary Bula,Triple B Farms,Brewster Mini & Wiper,63362,43.88006661,-89.7544976,2019,50.9996076972762,86.1587357681398,18.8246587642106,0.333333333333333,0.333333333333333,0.833333333333333,0.833333333333333,1455.79907339222,43,0.2,0.333333333333333,0.0485535171199886,0.0502922731170393,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Gary Bula,Triple B Farms,Wohlfert Triangle,63392,43.87747376,-89.69558355,2019,45.8100908028834,86.8100000000001,16.4142649875417,0.790909090909091,0.790909090909091,1.895,1.77222222222222,1651.57139193904,43,0.2,0.333333333333333,0.146188854585772,0.120501923961257,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Gary Bula,Gary Bula Farms,E Wohlfert,63394,43.87801283,-89.69002198,2019,45.6524922174137,86.8100000000001,15.480728093971,1.47384615384615,1.47384615384615,2.0,2.0,1797.87575481023,43,0.4,0.4,0.11628215522,0.0909636369155428,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Gene Bula,Gene Bula,Chalke,63403,44.20483418,-89.61230637,2019,45.0163993884139,88.3731210708255,16.1621698047739,6.87090909090909,6.87090909090909,3.66666666666667,3.66666666666667,1496.73454068288,43,0.4,0.466666666666667,0.243469678060439,0.237524906934056,18.34344262295082,33.3,0.6,3.1061224489795918,3.0,4.87742290211769,11.0,-7.384269662921348,9.4,-34.4,0.0,6.899537186000305,0.0,27.0,3.0
Gene Bula,Gene Bula,Dick's,63404,44.14104493,-89.61622755,2019,45.95,88.6100000000001,16.2234892560926,2.15454545454545,2.15454545454545,2.6,2.6,1278.91663307111,43,0.4,0.466666666666667,0.137204068661771,0.132592978735428,18.0327868852459,32.8,-1.1,2.9142857142857146,3.0,4.947400062224032,11.0,-7.24494382022472,8.3,-34.4,1.0,6.868009027962297,0.0,29.0,3.0
Gumz Muck Farms,CX,2N,63410,43.74043712,-89.51801436,2019,48.3979666212767,85.4153192578725,16.7098333163112,1.98125,1.98125,2.5,2.5,1779.22363991004,43,0.2,0.333333333333333,0.105767510491202,0.111968899367287,18.36393442622951,32.9,0.3,2.287671232876712,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
Gumz Muck Farms,CX,3N,63412,43.74035768,-89.51249338,2019,48.4483993735702,84.5712875640888,15.6117476650143,0.464285714285714,0.464285714285714,3.93125,3.93125,1857.48128662375,1,0.0,0.0,0.12316117422396,0.126890655876439,18.36393442622951,32.9,0.3,2.287671232876712,0.0,4.9114820030963084,10.0,-6.449438202247191,9.1,-34.5,0.0,6.87227836369202,1.0,23.0,3.0
